-0.71,1.20
0.82,1.11
0.80,-0.90
-1.36,0.64
-0.07,1.22
-0.87,-0.76
-0.37,-0.45
-0.93,-1.19
1.20,-0.91
1.31,0.77
0.15,0.28
-1.17,-0.63
-0.16,-1.37
1.11,-0.89
-0.26,1.15
-1.26,-1.32
0.89,-1.11
-0.97,-1.02
0.85,-0.69
-0.40,-0.77
-0.38,-0.12
0.86,1.11
1.07,-0.78
-1.17,1.16
0.07,1.25
-0.31,-0.28
-0.27,-1.06
0.21,-0.80
0.77,-1.00
-0.07,-0.04
-0.39,1.07
0.73,-0.68
0.75,-1.14
-0.01,-0.52
-1.04,-0.75
1.08,1.32
1.24,1.07
1.06,-1.35
-0.03,1.13
1.28,1.33
-0.07,-1.20
-1.00,1.40
0.75,-0.89
-1.21,1.35
-0.77,-1.23
-0.52,1.26
0.85,0.83
-1.28,1.21
-0.98,-0.98
0.10,-0.21
-0.70,1.18
-0.09,-0.59
1.33,-1.32
0.63,-0.98
0.03,0.70
1.25,1.29
-0.14,-0.50
1.00,1.18
0.78,0.69
0.60,1.18
-0.70,-0.70
-0.75,-0.88
0.20,0.95
-0.33,-0.44
-0.98,1.11
-1.15,-0.84
-0.02,0.96
0.77,1.22
1.21,-0.65
-0.49,-0.38
0.25,0.70
1.05,-1.36
-1.13,-1.07
-0.68,-1.31
-1.10,-1.26
-1.12,-1.33
1.17,-0.98
0.25,0.82
-0.05,0.99
1.22,1.21
-0.97,0.70
-0.86,1.28
-1.01,-1.38
-0.91,1.40
-0.70,1.34
-0.59,-0.65
0.79,1.26
0.63,-1.20
0.82,0.87
-1.04,-1.09
0.81,1.27
-1.04,-1.34
-0.26,-0.77
-1.39,0.85
0.31,-0.83
-0.26,0.91
0.23,0.33
-0.02,0.30
-0.56,-0.22
0.65,0.77
-1.35,1.29
-0.40,0.64
-1.07,1.16
0.02,1.25
1.27,0.89
1.40,0.77
-0.24,1.27
-0.83,0.93
-1.25,-0.67
-0.97,0.61
1.00,-1.09
0.37,0.86
-0.20,-0.83
-0.33,-0.47
-0.03,0.63
-0.74,0.84
0.26,0.01
-0.12,-1.09
-0.43,-0.68
0.98,-0.88
0.36,-1.18
-1.16,0.99
0.23,-0.16
-1.24,0.74
0.40,0.89
0.67,-0.61
0.07,1.07
1.11,-1.31
-0.09,1.16
-0.46,-1.17
0.18,0.70
-0.26,-0.96
-0.76,-1.01
0.75,-1.12
1.00,1.08
0.08,-1.17
1.10,1.08
1.26,-0.73
1.06,-1.21
0.87,0.63
0.92,-0.64
-0.58,0.96
-0.15,0.71
-0.55,-1.03
1.17,1.35
1.34,0.94
-0.32,0.91
1.15,-1.32
-1.13,-0.67
0.67,0.81
-0.45,-0.87
-0.81,-0.67
-0.64,1.17
-0.79,1.08
0.78,0.98
-0.82,1.32
0.83,-0.66
-0.46,-0.22
-0.18,-1.13
-1.18,1.33
-0.74,-1.17
0.01,0.92
-0.46,-0.56
-0.18,0.95
-1.37,1.02
-0.29,-1.35
0.11,0.66
0.11,-0.89
-0.09,-0.16
0.84,0.67
0.03,0.29
-1.00,1.24
-0.44,1.11
-0.18,0.62
-1.10,1.26
0.20,-0.18
0.23,0.35
-1.21,1.08
0.13,-0.67
-0.26,-0.09
-0.48,0.36
0.31,0.02
1.00,0.82
1.31,0.90
-0.09,-0.96
-0.20,0.76
1.04,-1.23
-0.07,0.26
0.89,1.14
0.74,1.17
1.15,-1.22
-0.90,-0.84
-0.12,-1.29
-0.42,0.61
0.03,-0.85
1.02,-1.12
0.89,1.14
1.02,0.64
0.15,-1.05
0.80,1.21
1.02,1.08
0.62,0.87
0.29,1.32
-1.04,-0.62
0.62,1.22
-0.03,-0.45
1.22,1.07
-1.07,1.32
1.27,0.61
0.79,-1.18
-0.77,-0.65
-0.07,-1.09
1.23,-0.98
0.29,1.04
0.96,-1.35
-0.20,-0.04
0.94,1.18
-0.34,1.22
1.37,-1.11
0.85,-1.25
-0.00,-0.66
0.35,0.66
0.38,0.94
1.38,-1.35
0.24,0.05
-0.70,-0.92
0.03,0.28
-1.35,0.92
-0.66,0.78
1.35,0.81
0.33,-0.84
1.26,1.20
1.27,-1.18
0.73,-0.81
-1.03,1.26
0.22,0.63
1.07,0.63
-0.41,0.69
-1.34,1.23
0.39,-0.50
-0.24,0.75
0.12,-0.73
-0.68,-1.01
0.01,-0.82
1.11,-0.66
0.67,-1.12
-0.74,0.64
1.19,-0.71
-1.22,-0.85
0.91,0.70
-1.09,0.95
-0.21,0.16
-0.79,0.60
-0.96,-1.14
-0.78,1.04
-0.70,1.24
-0.12,-0.92
0.66,1.25
-1.23,-1.31
1.35,-0.70
-1.10,-1.03
-1.17,-0.74
-1.25,-0.62
1.09,-1.37
-0.94,-0.92
0.19,-0.99
-0.50,-0.25
-1.01,0.67
